provider_id,provider_name,system_family,indicator_id,indicator_value,evidence_url,evidence_excerpt,coder_email_or_id,date_coded_utc,last_reviewed_utc
together,Together AI,Struqta/RedPajama family hosting,INC7,Unknown,,,,,
together,Together AI,Struqta/RedPajama family hosting,INC8,Unknown,,,,,
together,Together AI,Struqta/RedPajama family hosting,INC9,Unknown,,,,,
together,Together AI,Struqta/RedPajama family hosting,INC10,Unknown,,,,,
together,Together AI,Struqta/RedPajama family hosting,TRA1,Unknown,https://www.together.ai/blog/redpajama,Unverified for closed models.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
together,Together AI,Struqta/RedPajama family hosting,TRA2,0,https://www.together.ai/blog/redpajama,Training data sources described at high-level/dataset list depending on family.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
together,Together AI,Struqta/RedPajama family hosting,TRA3,No,https://www.together.ai/blog/redpajama,License/terms listed: Together Terms,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
together,Together AI,Struqta/RedPajama family hosting,TRA4,Unknown,,,,,
together,Together AI,Struqta/RedPajama family hosting,TRA5,Unknown,https://www.together.ai/blog/redpajama,No clear release/changelog page identified.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
together,Together AI,Struqta/RedPajama family hosting,TRA6,Unknown,,,,,
together,Together AI,Struqta/RedPajama family hosting,TRA7,Unknown,,,,,
together,Together AI,Struqta/RedPajama family hosting,TRA8,Unknown,,,,,
together,Together AI,Struqta/RedPajama family hosting,TRA9,Unknown,,,,,
together,Together AI,Struqta/RedPajama family hosting,TRA10,No,https://www.together.ai/blog/redpajama,Access via API or app; no model weight downloads.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
together,Together AI,Struqta/RedPajama family hosting,ACC1,Unknown,,,,,
together,Together AI,Struqta/RedPajama family hosting,ACC2,Unknown,,,,,
together,Together AI,Struqta/RedPajama family hosting,ACC3,Unknown,,,,,
together,Together AI,Struqta/RedPajama family hosting,ACC4,Unknown,,,,,
together,Together AI,Struqta/RedPajama family hosting,ACC5,Unknown,,,,,
together,Together AI,Struqta/RedPajama family hosting,ACC6,Unknown,,,,,
together,Together AI,Struqta/RedPajama family hosting,ACC7,Unknown,,,,,
together,Together AI,Struqta/RedPajama family hosting,ACC8,Unknown,,,,,
together,Together AI,Struqta/RedPajama family hosting,ACC9,Unknown,,,,,
together,Together AI,Struqta/RedPajama family hosting,ACC10,Unknown,,,,,
inflection,Inflection AI,Inflection-1,GOV1,Unknown,,,,,
inflection,Inflection AI,Inflection-1,GOV2,Unknown,,,,,
inflection,Inflection AI,Inflection-1,GOV3,0,https://inflection.ai/,No public issue tracker; feedback limited to support channels.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
inflection,Inflection AI,Inflection-1,GOV4,Unknown,,,,,
inflection,Inflection AI,Inflection-1,GOV5,Unknown,,,,,
inflection,Inflection AI,Inflection-1,GOV6,Unknown,,,,,
inflection,Inflection AI,Inflection-1,GOV7,Unknown,,,,,
inflection,Inflection AI,Inflection-1,GOV8,Unknown,,,,,
inflection,Inflection AI,Inflection-1,GOV9,Unknown,,,,,
inflection,Inflection AI,Inflection-1,GOV10,Unknown,,,,,
inflection,Inflection AI,Inflection-1,INC1,Unknown,,,,,
inflection,Inflection AI,Inflection-1,INC2,Unknown,,,,,
inflection,Inflection AI,Inflection-1,INC3,Unknown,,,,,
inflection,Inflection AI,Inflection-1,INC4,Unknown,,,,,
inflection,Inflection AI,Inflection-1,INC5,Unknown,,,,,
inflection,Inflection AI,Inflection-1,INC6,Unknown,,,,,
inflection,Inflection AI,Inflection-1,INC7,Unknown,,,,,
inflection,Inflection AI,Inflection-1,INC8,Unknown,,,,,
inflection,Inflection AI,Inflection-1,INC9,Unknown,,,,,
inflection,Inflection AI,Inflection-1,INC10,Unknown,,,,,
inflection,Inflection AI,Inflection-1,TRA1,Unknown,https://inflection.ai/,Unverified for closed models.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
inflection,Inflection AI,Inflection-1,TRA2,0,https://inflection.ai/,Training data sources described at high-level/dataset list depending on family.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
inflection,Inflection AI,Inflection-1,TRA3,No,https://inflection.ai/,License/terms listed: Proprietary,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
inflection,Inflection AI,Inflection-1,TRA4,Unknown,,,,,
inflection,Inflection AI,Inflection-1,TRA5,Unknown,https://inflection.ai/,No clear release/changelog page identified.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
inflection,Inflection AI,Inflection-1,TRA6,Unknown,,,,,
inflection,Inflection AI,Inflection-1,TRA7,Unknown,,,,,
inflection,Inflection AI,Inflection-1,TRA8,Unknown,,,,,
inflection,Inflection AI,Inflection-1,TRA9,Unknown,,,,,
inflection,Inflection AI,Inflection-1,TRA10,No,https://inflection.ai/,Access via API or app; no model weight downloads.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
inflection,Inflection AI,Inflection-1,ACC1,Unknown,,,,,
inflection,Inflection AI,Inflection-1,ACC2,Unknown,,,,,
inflection,Inflection AI,Inflection-1,ACC3,Unknown,,,,,
inflection,Inflection AI,Inflection-1,ACC4,Unknown,,,,,
inflection,Inflection AI,Inflection-1,ACC5,Unknown,,,,,
inflection,Inflection AI,Inflection-1,ACC6,Unknown,,,,,
inflection,Inflection AI,Inflection-1,ACC7,Unknown,,,,,
inflection,Inflection AI,Inflection-1,ACC8,Unknown,,,,,
inflection,Inflection AI,Inflection-1,ACC9,Unknown,,,,,
inflection,Inflection AI,Inflection-1,ACC10,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,GOV1,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,GOV2,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,GOV3,1,https://github.com/coqui-ai/TTS/issues,Public GitHub issues exist for bug reports/feedback.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
coqui,Coqui AI,XTTS / TTS family,GOV4,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,GOV5,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,GOV6,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,GOV7,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,GOV8,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,GOV9,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,GOV10,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,INC1,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,INC2,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,INC3,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,INC4,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,INC5,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,INC6,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,INC7,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,INC8,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,INC9,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,INC10,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,TRA1,Yes,https://github.com/coqui-ai/TTS,Model card available on model hub/repo.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
coqui,Coqui AI,XTTS / TTS family,TRA2,1,https://github.com/coqui-ai/TTS,Training data sources described at high-level/dataset list depending on family.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
coqui,Coqui AI,XTTS / TTS family,TRA3,No,https://github.com/coqui-ai/TTS,License/terms listed: Various OSS,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
coqui,Coqui AI,XTTS / TTS family,TRA4,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,TRA5,Yes,https://github.com/coqui-ai/TTS/releases,Versioned releases available (GitHub/HF tags).,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
coqui,Coqui AI,XTTS / TTS family,TRA6,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,TRA7,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,TRA8,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,TRA9,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,TRA10,Yes,https://github.com/coqui-ai/TTS,Some weights available (subset/variants); others not.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
coqui,Coqui AI,XTTS / TTS family,ACC1,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,ACC2,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,ACC3,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,ACC4,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,ACC5,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,ACC6,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,ACC7,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,ACC8,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,ACC9,Unknown,,,,,
coqui,Coqui AI,XTTS / TTS family,ACC10,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,GOV1,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,GOV2,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,GOV3,2,https://github.com/mistralai/mistral-common/issues,Mistral maintains public GitHub repos with issue trackers used for community feedback.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
mistral,Mistral AI,Mistral/Mixtral,GOV4,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,GOV5,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,GOV6,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,GOV7,Yes,https://help.mistral.ai/en/articles/347614-can-i-opt-out-of-my-input-or-output-data-being-used-for-training,Users can opt out of training for le Chat and other products via settings.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
mistral,Mistral AI,Mistral/Mixtral,GOV8,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,GOV9,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,GOV10,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,INC1,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,INC2,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,INC3,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,INC4,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,INC5,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,INC6,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,INC7,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,INC8,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,INC9,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,INC10,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,TRA1,Yes,https://huggingface.co/mistralai/Mistral-7B-v0.1,Mistral provides model cards on Hugging Face for released models.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
mistral,Mistral AI,Mistral/Mixtral,TRA2,1,https://mistral.ai/news,Training data sources described at high-level/dataset list depending on family.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
mistral,Mistral AI,Mistral/Mixtral,TRA3,Yes,https://mistral.ai/news,License/terms listed: MPL/Mistral License,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
mistral,Mistral AI,Mistral/Mixtral,TRA4,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,TRA5,Yes,https://mistral.ai/news,Versioned releases available (GitHub/HF tags).,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
mistral,Mistral AI,Mistral/Mixtral,TRA6,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,TRA7,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,TRA8,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,TRA9,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,TRA10,Yes,https://huggingface.co/mistralai/Mistral-7B-v0.3,Open weights available for Mistral family models.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
mistral,Mistral AI,Mistral/Mixtral,ACC1,Unknown,,No official VDP/bug bounty page found in this pass.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
mistral,Mistral AI,Mistral/Mixtral,ACC2,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,ACC3,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,ACC4,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,ACC5,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,ACC6,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,ACC7,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,ACC8,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,ACC9,Unknown,,,,,
mistral,Mistral AI,Mistral/Mixtral,ACC10,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,GOV1,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,GOV2,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,GOV3,0,https://www.aleph-alpha.com/luminous,No public issue tracker; feedback limited to support channels.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
alephalpha,Aleph Alpha,Luminous,GOV4,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,GOV5,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,GOV6,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,GOV7,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,GOV8,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,GOV9,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,GOV10,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,INC1,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,INC2,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,INC3,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,INC4,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,INC5,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,INC6,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,INC7,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,INC8,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,INC9,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,INC10,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,TRA1,Unknown,https://www.aleph-alpha.com/luminous,Unverified for closed models.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
alephalpha,Aleph Alpha,Luminous,TRA2,0,https://www.aleph-alpha.com/luminous,Training data sources described at high-level/dataset list depending on family.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
alephalpha,Aleph Alpha,Luminous,TRA3,No,https://www.aleph-alpha.com/luminous,License/terms listed: Aleph Alpha Terms,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
alephalpha,Aleph Alpha,Luminous,TRA4,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,TRA5,Unknown,https://www.aleph-alpha.com/luminous,No clear release/changelog page identified.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
alephalpha,Aleph Alpha,Luminous,TRA6,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,TRA7,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,TRA8,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,TRA9,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,TRA10,No,https://www.aleph-alpha.com/luminous,Access via API or app; no model weight downloads.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
alephalpha,Aleph Alpha,Luminous,ACC1,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,ACC2,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,ACC3,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,ACC4,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,ACC5,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,ACC6,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,ACC7,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,ACC8,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,ACC9,Unknown,,,,,
alephalpha,Aleph Alpha,Luminous,ACC10,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,GOV1,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,GOV2,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,GOV3,0,https://www.synthesia.io/,No public issue tracker; feedback limited to support channels.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
synthesia,Synthesia,Synthesia Avatars,GOV4,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,GOV5,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,GOV6,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,GOV7,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,GOV8,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,GOV9,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,GOV10,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,INC1,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,INC2,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,INC3,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,INC4,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,INC5,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,INC6,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,INC7,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,INC8,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,INC9,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,INC10,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,TRA1,Unknown,https://www.synthesia.io/,Unverified for closed models.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
synthesia,Synthesia,Synthesia Avatars,TRA2,0,https://www.synthesia.io/,Training data sources described at high-level/dataset list depending on family.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
synthesia,Synthesia,Synthesia Avatars,TRA3,No,https://www.synthesia.io/,License/terms listed: Synthesia Terms,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
synthesia,Synthesia,Synthesia Avatars,TRA4,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,TRA5,Unknown,https://www.synthesia.io/,No clear release/changelog page identified.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
synthesia,Synthesia,Synthesia Avatars,TRA6,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,TRA7,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,TRA8,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,TRA9,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,TRA10,No,https://www.synthesia.io/,Access via API or app; no model weight downloads.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
synthesia,Synthesia,Synthesia Avatars,ACC1,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,ACC2,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,ACC3,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,ACC4,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,ACC5,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,ACC6,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,ACC7,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,ACC8,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,ACC9,Unknown,,,,,
synthesia,Synthesia,Synthesia Avatars,ACC10,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,GOV1,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,GOV2,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,GOV3,0,https://www.deepl.com/write,No public issue tracker; feedback limited to support channels.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
deepL,DeepL,DeepL LLM / Write,GOV4,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,GOV5,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,GOV6,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,GOV7,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,GOV8,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,GOV9,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,GOV10,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,INC1,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,INC2,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,INC3,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,INC4,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,INC5,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,INC6,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,INC7,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,INC8,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,INC9,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,INC10,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,TRA1,Unknown,https://www.deepl.com/write,Unverified for closed models.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
deepL,DeepL,DeepL LLM / Write,TRA2,0,https://www.deepl.com/write,Training data sources described at high-level/dataset list depending on family.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
deepL,DeepL,DeepL LLM / Write,TRA3,No,https://www.deepl.com/write,License/terms listed: DeepL Terms,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
deepL,DeepL,DeepL LLM / Write,TRA4,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,TRA5,Unknown,https://www.deepl.com/write,No clear release/changelog page identified.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
deepL,DeepL,DeepL LLM / Write,TRA6,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,TRA7,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,TRA8,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,TRA9,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,TRA10,No,https://www.deepl.com/write,Access via API or app; no model weight downloads.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
deepL,DeepL,DeepL LLM / Write,ACC1,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,ACC2,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,ACC3,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,ACC4,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,ACC5,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,ACC6,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,ACC7,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,ACC8,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,ACC9,Unknown,,,,,
deepL,DeepL,DeepL LLM / Write,ACC10,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,GOV1,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,GOV2,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,GOV3,1,https://huggingface.co/AI-Sweden-Models/gpt-sw3/discussions,Public Hugging Face 'Discussions' exist for model feedback.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
ai_sweden,AI Sweden,GPT‑SW3,GOV4,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,GOV5,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,GOV6,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,GOV7,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,GOV8,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,GOV9,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,GOV10,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,INC1,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,INC2,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,INC3,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,INC4,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,INC5,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,INC6,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,INC7,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,INC8,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,INC9,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,INC10,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,TRA1,Yes,https://huggingface.co/AI-Sweden-Models/gpt-sw3,Model card available on model hub/repo.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
ai_sweden,AI Sweden,GPT‑SW3,TRA2,1,https://huggingface.co/AI-Sweden-Models/gpt-sw3,Training data sources described at high-level/dataset list depending on family.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
ai_sweden,AI Sweden,GPT‑SW3,TRA3,Yes,https://huggingface.co/AI-Sweden-Models/gpt-sw3,License/terms listed: OpenRAIL/Apache-2.0,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
ai_sweden,AI Sweden,GPT‑SW3,TRA4,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,TRA5,Yes,https://huggingface.co/AI-Sweden-Models/gpt-sw3#files,Versioned releases available (GitHub/HF tags).,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
ai_sweden,AI Sweden,GPT‑SW3,TRA6,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,TRA7,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,TRA8,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,TRA9,Unknown,,,,,
ai_sweden,AI Sweden,GPT‑SW3,TRA10,Yes,https://huggingface.co/AI-Sweden-Models/gpt-sw3,Weights available for download (model hub/repo).,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
