provider_id,provider_name,system_family,indicator_id,indicator_name,pillar,subpillar,indicator_value,norm_known,norm_evidence,evidence_url,evidence_excerpt
ai_sweden,AI Sweden,GPT‑SW3,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,TRA1,System/model card published,Transparency,System/model card published,Yes,1.0,1.0,https://huggingface.co/AI-Sweden-Models/gpt-sw3,Model card available on model hub/repo.
ai_sweden,AI Sweden,GPT‑SW3,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,1,0.5,0.5,https://huggingface.co/AI-Sweden-Models/gpt-sw3,Training data sources described at high-level/dataset list depending on family.
ai_sweden,AI Sweden,GPT‑SW3,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,Yes,1.0,1.0,https://huggingface.co/AI-Sweden-Models/gpt-sw3,License/terms listed: OpenRAIL/Apache-2.0
ai_sweden,AI Sweden,GPT‑SW3,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Yes,1.0,1.0,https://huggingface.co/AI-Sweden-Models/gpt-sw3#files,Versioned releases available (GitHub/HF tags).
ai_sweden,AI Sweden,GPT‑SW3,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,TRA10,Open weights availability,Transparency,Open weights availability,Yes,1.0,1.0,https://huggingface.co/AI-Sweden-Models/gpt-sw3,Weights available for download (model hub/repo).
ai_sweden,AI Sweden,GPT‑SW3,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Unknown,,0.0,,
ai_sweden,AI Sweden,GPT‑SW3,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
siloai,Silo AI,Poro,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
siloai,Silo AI,Poro,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
siloai,Silo AI,Poro,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,1,0.5,0.5,https://huggingface.co/FinGPT-AI/porov-0.1/discussions,Public Hugging Face 'Discussions' exist for model feedback.
siloai,Silo AI,Poro,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
siloai,Silo AI,Poro,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
siloai,Silo AI,Poro,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
siloai,Silo AI,Poro,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
siloai,Silo AI,Poro,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
siloai,Silo AI,Poro,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
siloai,Silo AI,Poro,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
siloai,Silo AI,Poro,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
siloai,Silo AI,Poro,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
siloai,Silo AI,Poro,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
siloai,Silo AI,Poro,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
siloai,Silo AI,Poro,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
siloai,Silo AI,Poro,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
siloai,Silo AI,Poro,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
siloai,Silo AI,Poro,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
siloai,Silo AI,Poro,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
siloai,Silo AI,Poro,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
siloai,Silo AI,Poro,TRA1,System/model card published,Transparency,System/model card published,Yes,1.0,1.0,https://huggingface.co/FinGPT-AI/porov-0.1,Model card available on model hub/repo.
siloai,Silo AI,Poro,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,1,0.5,0.5,https://huggingface.co/FinGPT-AI/porov-0.1,Training data sources described at high-level/dataset list depending on family.
siloai,Silo AI,Poro,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,Yes,1.0,1.0,https://huggingface.co/FinGPT-AI/porov-0.1,License/terms listed: Apache-2.0
siloai,Silo AI,Poro,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
siloai,Silo AI,Poro,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Yes,1.0,1.0,https://huggingface.co/FinGPT-AI/porov-0.1#files,Versioned releases available (GitHub/HF tags).
siloai,Silo AI,Poro,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
siloai,Silo AI,Poro,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
siloai,Silo AI,Poro,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
siloai,Silo AI,Poro,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
siloai,Silo AI,Poro,TRA10,Open weights availability,Transparency,Open weights availability,Yes,1.0,1.0,https://huggingface.co/FinGPT-AI/porov-0.1,Some weights available (subset/variants); others not.
siloai,Silo AI,Poro,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
siloai,Silo AI,Poro,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
siloai,Silo AI,Poro,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
siloai,Silo AI,Poro,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
siloai,Silo AI,Poro,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
siloai,Silo AI,Poro,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
siloai,Silo AI,Poro,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
siloai,Silo AI,Poro,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
siloai,Silo AI,Poro,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Unknown,,0.0,,
siloai,Silo AI,Poro,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,1,0.5,0.5,https://huggingface.co/PlanTL-GOB-ES/discussions,Public Hugging Face 'Discussions' exist for model feedback.
planTL,PlanTL-GOB (BSC),MarIA,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,TRA1,System/model card published,Transparency,System/model card published,Yes,1.0,1.0,https://huggingface.co/PlanTL-GOB-ES,Model card available on model hub/repo.
planTL,PlanTL-GOB (BSC),MarIA,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,1,0.5,0.5,https://huggingface.co/PlanTL-GOB-ES,Training data sources described at high-level/dataset list depending on family.
planTL,PlanTL-GOB (BSC),MarIA,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,Yes,1.0,1.0,https://huggingface.co/PlanTL-GOB-ES,License/terms listed: Apache-2.0
planTL,PlanTL-GOB (BSC),MarIA,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Yes,1.0,1.0,https://huggingface.co/PlanTL-GOB-ES#files,Versioned releases available (GitHub/HF tags).
planTL,PlanTL-GOB (BSC),MarIA,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,TRA10,Open weights availability,Transparency,Open weights availability,Yes,1.0,1.0,https://huggingface.co/PlanTL-GOB-ES,Weights available for download (model hub/repo).
planTL,PlanTL-GOB (BSC),MarIA,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Unknown,,0.0,,
planTL,PlanTL-GOB (BSC),MarIA,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,0,0.0,0.0,https://www.SBERT.net/,No public issue tracker; feedback limited to support channels.
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,TRA1,System/model card published,Transparency,System/model card published,Yes,1.0,1.0,https://www.SBERT.net/,Model card available on model hub/repo.
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,1,0.5,0.5,https://www.SBERT.net/,Training data sources described at high-level/dataset list depending on family.
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,Yes,1.0,1.0,https://www.SBERT.net/,License/terms listed: Apache-2.0
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Unknown,,0.0,https://www.SBERT.net/,No clear release/changelog page identified.
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,TRA10,Open weights availability,Transparency,Open weights availability,Yes,1.0,1.0,https://www.SBERT.net/,Weights available for download (model hub/repo).
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Unknown,,0.0,,
ukp,UKP Lab (TU Darmstadt),SentenceTransformers,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,0,0.0,0.0,https://camembert-model.fr/,No public issue tracker; feedback limited to support channels.
inria,INRIA/CNRS/Sorbonne,CamemBERT,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,TRA1,System/model card published,Transparency,System/model card published,Yes,1.0,1.0,https://camembert-model.fr/,Model card available on model hub/repo.
inria,INRIA/CNRS/Sorbonne,CamemBERT,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,1,0.5,0.5,https://camembert-model.fr/,Training data sources described at high-level/dataset list depending on family.
inria,INRIA/CNRS/Sorbonne,CamemBERT,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,Yes,1.0,1.0,https://camembert-model.fr/,License/terms listed: MIT/Apache-2.0
inria,INRIA/CNRS/Sorbonne,CamemBERT,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Unknown,,0.0,https://camembert-model.fr/,No clear release/changelog page identified.
inria,INRIA/CNRS/Sorbonne,CamemBERT,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,TRA10,Open weights availability,Transparency,Open weights availability,Yes,1.0,1.0,https://camembert-model.fr/,Weights available for download (model hub/repo).
inria,INRIA/CNRS/Sorbonne,CamemBERT,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
